Supplier_ID,Supplier_Name,Component_ID,Component_Name,Unit_Price,Currency,MOQ,Lead_Time_Days,Quote_Date,Valid_Until,Payment_Terms,Quality_Rating,On_Time_Delivery
SUP-4937,Sharp Corporation,COMP-46859,QLED Panel,375.34,USD,200,93,2024-11-23,2025-04-24,Net 60,90.5,89.1
SUP-8802,Tianma,COMP-51975,Bezel,7.75,USD,1000,33,2024-11-03,2025-02-03,LC at Sight,98.5,85.7
SUP-6827,Innolux,COMP-25530,OLED Panel,738.27,EUR,1000,73,2024-11-17,2025-01-19,Net 90,92.7,81.7
SUP-5912,Innolux,COMP-16152,LED Backlight,32.73,USD,100,118,2024-11-05,2025-02-08,Net 30,85.7,88.6
SUP-9593,BOE Technology,COMP-70467,LED Backlight,45.34,USD,500,80,2024-11-04,2025-02-24,Net 30,97.9,99.6
SUP-9598,TCL CSOT,COMP-37315,OLED Panel,711.86,USD,500,118,2024-11-11,2025-02-28,30% Deposit,95.2,93.3
SUP-1730,TCL CSOT,COMP-48878,QLED Panel,225.53,USD,1000,117,2024-11-06,2025-03-30,LC at Sight,98.1,93.8
SUP-5150,Sharp Corporation,COMP-63939,T-Con Board,23.51,EUR,100,73,2024-11-05,2025-03-29,Net 90,89.9,89.5
SUP-1464,Tianma,COMP-11423,T-Con Board,37.99,EUR,200,100,2024-11-08,2025-03-01,Net 90,93.0,80.4
SUP-6824,Sharp Corporation,COMP-37786,LED Backlight,41.77,USD,2000,84,2024-11-13,2025-02-20,Net 60,93.0,90.3
SUP-9603,TCL CSOT,COMP-28730,Bezel,18.77,EUR,1000,69,2024-11-28,2025-03-04,Net 60,94.9,84.4
SUP-5119,BOE Technology,COMP-73331,Main Board,103.13,CNY,500,79,2024-11-09,2025-02-15,30% Deposit,92.5,83.3
SUP-9769,Innolux,COMP-94273,Bezel,23.7,EUR,2000,78,2024-12-01,2025-02-20,30% Deposit,97.5,93.9
SUP-1452,AU Optronics,COMP-25519,Power Supply,61.23,USD,1000,84,2024-11-20,2025-04-11,LC at Sight,89.2,90.8
SUP-8996,JDI,COMP-24608,Main Board,99.61,CNY,2000,57,2024-11-16,2025-03-01,Net 90,86.4,86.3
SUP-1335,Innolux,COMP-34801,OLED Panel,540.18,EUR,1000,107,2024-11-11,2025-03-05,Net 90,91.6,97.8
SUP-2451,Sharp Corporation,COMP-62373,Remote Control,11.72,EUR,200,79,2024-11-09,2025-03-31,Net 60,96.9,98.3
SUP-3059,Innolux,COMP-36701,QLED Panel,446.51,CNY,200,48,2024-11-27,2025-02-28,30% Deposit,98.6,85.6
SUP-2219,Visionox,COMP-54199,Remote Control,13.57,USD,1000,117,2024-11-10,2025-04-24,Net 90,92.6,88.2
SUP-6190,JDI,COMP-17208,LCD Panel,293.07,USD,1000,36,2024-11-14,2025-03-05,Net 90,95.7,83.7
SUP-5074,Visionox,COMP-57700,Main Board,78.19,USD,2000,102,2024-11-26,2025-02-10,Net 90,98.1,99.8
SUP-6116,AU Optronics,COMP-18853,Main Board,78.2,USD,500,44,2024-11-20,2025-04-01,Net 30,98.5,91.3
SUP-3617,BOE Technology,COMP-23381,Bezel,13.78,USD,1000,40,2024-11-03,2025-02-21,Net 30,98.7,83.7
SUP-8384,Visionox,COMP-25424,Remote Control,9.9,USD,1000,79,2024-11-28,2025-02-22,Net 30,90.6,83.9
SUP-7580,Innolux,COMP-65806,Stand,17.53,USD,1000,112,2024-11-04,2025-02-28,Net 60,98.2,86.2
SUP-9196,JDI,COMP-41598,Main Board,50.59,USD,1000,93,2024-11-08,2025-04-07,30% Deposit,93.6,99.7
SUP-6464,AU Optronics,COMP-70047,Main Board,57.53,USD,200,67,2024-11-16,2025-03-13,30% Deposit,86.4,95.6
SUP-4708,Sharp Corporation,COMP-27292,OLED Panel,707.56,EUR,100,35,2024-11-26,2025-05-14,Net 90,93.0,94.5
SUP-7970,Sharp Corporation,COMP-91613,T-Con Board,29.81,USD,1000,61,2024-11-08,2025-04-08,Net 90,99.9,91.5
SUP-3143,Tianma,COMP-35576,LED Backlight,28.25,USD,200,59,2024-11-13,2025-03-08,Net 30,89.4,85.8
SUP-4841,Sharp Corporation,COMP-92164,QLED Panel,425.71,USD,200,33,2024-11-10,2025-03-02,Net 90,93.2,83.1
SUP-8965,AU Optronics,COMP-41032,Main Board,101.92,EUR,200,90,2024-11-10,2025-01-29,Net 60,87.6,89.6
SUP-9198,AU Optronics,COMP-51627,Power Supply,61.77,CNY,2000,114,2024-11-21,2025-03-27,LC at Sight,89.2,82.8
SUP-7399,AU Optronics,COMP-71943,LCD Panel,90.16,USD,1000,84,2024-11-10,2025-02-07,Net 30,89.8,96.0
SUP-7495,AU Optronics,COMP-75451,QLED Panel,429.76,USD,100,74,2024-11-28,2025-02-13,30% Deposit,99.9,81.1
SUP-9793,Visionox,COMP-14397,Main Board,58.11,EUR,2000,78,2024-11-08,2025-03-11,Net 90,87.9,84.5
SUP-8744,Samsung Display,COMP-96340,Power Supply,58.51,EUR,1000,86,2024-11-20,2025-01-24,Net 60,95.4,85.9
SUP-6187,Sharp Corporation,COMP-51754,QLED Panel,493.77,EUR,500,53,2024-11-27,2025-02-11,Net 30,89.6,99.5
SUP-6402,Sharp Corporation,COMP-66273,LCD Panel,141.88,USD,1000,109,2024-11-25,2025-02-15,Net 90,86.9,83.1
SUP-5914,AU Optronics,COMP-56195,Power Supply,22.89,USD,2000,47,2024-11-03,2025-02-22,30% Deposit,89.7,88.7
SUP-4276,Innolux,COMP-66208,Main Board,36.67,USD,2000,46,2024-11-23,2025-03-16,Net 60,88.8,95.5
SUP-3081,Innolux,COMP-24424,Main Board,65.62,CNY,2000,71,2024-11-29,2025-03-18,Net 60,94.4,86.0
SUP-9877,JDI,COMP-25712,Power Supply,66.99,CNY,500,55,2024-11-06,2025-04-02,30% Deposit,93.5,96.9
SUP-9266,BOE Technology,COMP-40179,Power Supply,48.3,EUR,1000,96,2024-11-09,2025-04-03,Net 60,86.4,83.9
SUP-3970,Sharp Corporation,COMP-57764,Power Supply,41.47,USD,1000,69,2024-11-25,2025-03-08,30% Deposit,93.2,95.9
SUP-5326,BOE Technology,COMP-83357,Stand,29.33,USD,2000,58,2024-11-23,2025-03-03,Net 30,99.5,88.6
SUP-4683,LG Display,COMP-10279,QLED Panel,232.55,EUR,200,56,2024-11-19,2025-02-18,Net 60,87.5,96.9
SUP-6732,Samsung Display,COMP-44190,Bezel,9.72,CNY,2000,120,2024-12-01,2025-02-21,Net 90,92.1,80.8
SUP-1421,LG Display,COMP-99228,QLED Panel,207.08,USD,500,62,2024-11-24,2025-02-23,Net 90,89.7,92.3
SUP-2449,TCL CSOT,COMP-79530,Power Supply,33.02,USD,200,119,2024-11-12,2025-01-18,Net 90,93.8,80.5
SUP-7250,BOE Technology,COMP-43752,OLED Panel,330.22,CNY,2000,90,2024-11-02,2025-02-25,Net 30,97.1,98.3
SUP-1440,BOE Technology,COMP-72998,Remote Control,3.87,CNY,1000,88,2024-11-09,2025-01-15,Net 90,96.4,88.4
SUP-1290,Samsung Display,COMP-29926,Bezel,12.8,CNY,2000,105,2024-11-16,2025-02-08,LC at Sight,86.4,86.6
SUP-2186,AU Optronics,COMP-33163,T-Con Board,31.7,EUR,200,67,2024-11-25,2025-02-27,Net 90,97.0,95.8
SUP-6255,Tianma,COMP-34948,OLED Panel,639.46,EUR,2000,102,2024-11-01,2025-01-08,LC at Sight,97.1,87.4
SUP-6153,Innolux,COMP-59392,Power Supply,52.07,USD,2000,103,2024-11-06,2025-04-11,Net 60,90.2,80.9
SUP-8193,Sharp Corporation,COMP-43478,LCD Panel,240.09,CNY,500,107,2024-11-04,2025-03-30,LC at Sight,98.9,95.1
SUP-8462,Samsung Display,COMP-87805,LED Backlight,16.12,USD,100,84,2024-11-02,2025-01-02,LC at Sight,90.9,80.6
SUP-8574,TCL CSOT,COMP-95677,LCD Panel,117.65,CNY,1000,84,2024-11-30,2025-02-04,Net 90,97.9,88.5
SUP-1429,Tianma,COMP-72609,Stand,33.56,USD,1000,95,2024-11-02,2025-02-14,Net 90,92.6,90.3
SUP-3271,JDI,COMP-99124,Stand,10.94,USD,500,71,2024-11-29,2025-05-05,Net 30,98.7,85.9
SUP-3598,Innolux,COMP-38403,LCD Panel,204.63,USD,1000,114,2024-11-19,2025-02-01,LC at Sight,93.3,90.7
SUP-6737,Sharp Corporation,COMP-78095,QLED Panel,464.0,CNY,2000,34,2024-11-03,2025-02-05,Net 90,91.5,87.7
SUP-9097,Sharp Corporation,COMP-36569,LCD Panel,183.34,CNY,1000,82,2024-11-11,2025-01-22,Net 90,85.8,96.8
SUP-9935,AU Optronics,COMP-87205,Stand,39.44,CNY,500,54,2024-11-02,2025-02-15,Net 60,95.0,84.7
SUP-2941,Visionox,COMP-77740,LED Backlight,39.73,EUR,1000,48,2024-11-28,2025-02-11,Net 60,87.6,91.4
SUP-5065,BOE Technology,COMP-52099,Bezel,16.94,USD,500,117,2024-11-13,2025-04-09,LC at Sight,89.3,87.8
SUP-1791,Tianma,COMP-33604,T-Con Board,37.67,USD,2000,88,2024-11-10,2025-01-30,30% Deposit,86.1,97.6
SUP-1198,Samsung Display,COMP-97094,OLED Panel,274.8,USD,1000,39,2024-11-17,2025-02-20,30% Deposit,99.0,85.6
SUP-1371,Innolux,COMP-64016,T-Con Board,29.16,EUR,2000,105,2024-11-14,2025-04-12,LC at Sight,95.8,96.6
SUP-6277,TCL CSOT,COMP-73936,OLED Panel,248.9,USD,100,60,2024-11-03,2025-01-28,Net 60,97.8,95.5
SUP-3453,Innolux,COMP-23899,Main Board,77.83,USD,100,58,2024-11-14,2025-04-16,LC at Sight,85.3,89.1
SUP-9327,Samsung Display,COMP-35417,T-Con Board,21.57,USD,200,36,2024-11-04,2025-03-04,Net 90,94.1,84.1
SUP-2348,BOE Technology,COMP-78696,LED Backlight,18.51,EUR,500,61,2024-12-01,2025-05-10,LC at Sight,86.8,83.2
SUP-5911,Innolux,COMP-33911,LCD Panel,91.25,USD,200,47,2024-11-11,2025-03-24,Net 60,92.0,91.9
SUP-4348,Tianma,COMP-99310,T-Con Board,16.42,USD,100,107,2024-11-24,2025-04-08,Net 30,87.5,96.8
SUP-3303,Visionox,COMP-35149,Bezel,20.96,USD,200,114,2024-11-28,2025-04-05,Net 60,87.3,82.7
SUP-4071,Visionox,COMP-17672,Main Board,75.84,CNY,2000,58,2024-11-04,2025-01-15,30% Deposit,100.0,89.7
SUP-7599,Samsung Display,COMP-52105,LED Backlight,44.3,USD,100,49,2024-11-22,2025-03-28,Net 60,99.7,93.5
SUP-7689,Innolux,COMP-36768,Main Board,81.87,EUR,1000,48,2024-11-09,2025-04-18,Net 90,90.4,88.6
SUP-5708,Sharp Corporation,COMP-68594,Bezel,21.78,EUR,500,51,2024-11-22,2025-02-08,Net 30,87.9,99.4
SUP-1107,Sharp Corporation,COMP-78633,Remote Control,14.12,CNY,2000,58,2024-12-01,2025-04-09,LC at Sight,92.0,89.3
SUP-9188,BOE Technology,COMP-67574,Power Supply,44.47,USD,2000,114,2024-11-12,2025-02-24,LC at Sight,94.4,93.0
SUP-3674,JDI,COMP-91256,Remote Control,14.99,CNY,2000,67,2024-11-01,2025-04-15,Net 30,91.4,81.6
SUP-4255,TCL CSOT,COMP-79346,Remote Control,7.0,CNY,500,111,2024-11-14,2025-02-27,30% Deposit,94.6,98.7
SUP-7301,BOE Technology,COMP-62432,Stand,26.57,CNY,1000,101,2024-11-07,2025-04-12,Net 90,89.3,85.4
SUP-5299,Sharp Corporation,COMP-28167,OLED Panel,589.64,USD,500,53,2024-11-19,2025-03-11,Net 60,86.3,83.2
SUP-3898,BOE Technology,COMP-82846,Bezel,17.59,USD,200,74,2024-11-07,2025-05-06,Net 30,96.0,88.4
SUP-4661,Tianma,COMP-69764,Bezel,18.67,USD,1000,119,2024-11-27,2025-04-20,30% Deposit,99.9,90.5
SUP-7946,LG Display,COMP-71662,LCD Panel,177.5,USD,200,113,2024-11-06,2025-01-09,30% Deposit,87.0,82.2
SUP-3191,Tianma,COMP-20531,LED Backlight,45.65,USD,100,51,2024-11-03,2025-04-15,Net 60,85.9,87.9
SUP-1062,JDI,COMP-75182,T-Con Board,37.25,USD,200,90,2024-11-22,2025-03-04,LC at Sight,88.6,87.2
SUP-9056,BOE Technology,COMP-80443,Bezel,21.64,CNY,500,111,2024-11-01,2025-03-26,Net 60,91.1,91.1
SUP-6755,TCL CSOT,COMP-22205,LED Backlight,14.16,EUR,100,101,2024-11-26,2025-02-13,Net 30,96.9,89.4
SUP-3968,BOE Technology,COMP-36833,Power Supply,39.86,USD,1000,50,2024-11-27,2025-03-13,LC at Sight,99.7,83.9
SUP-2856,Samsung Display,COMP-94984,LCD Panel,139.57,EUR,200,94,2024-11-26,2025-02-15,30% Deposit,86.1,92.9
SUP-9861,BOE Technology,COMP-31617,T-Con Board,45.7,USD,2000,52,2024-12-01,2025-03-19,Net 60,85.2,91.4
SUP-2687,Sharp Corporation,COMP-73882,Main Board,84.34,EUR,100,57,2024-11-01,2025-01-23,30% Deposit,92.3,93.4
SUP-4670,Visionox,COMP-75844,Stand,31.44,CNY,500,104,2024-11-17,2025-04-17,Net 60,98.6,80.9
SUP-4593,Visionox,COMP-68527,T-Con Board,31.47,USD,2000,68,2024-11-27,2025-05-16,LC at Sight,90.6,92.1
SUP-7760,Innolux,COMP-80093,Stand,33.58,USD,500,81,2024-11-05,2025-01-29,Net 30,89.6,82.9
SUP-6100,Sharp Corporation,COMP-38708,Power Supply,33.32,USD,500,98,2024-11-01,2025-04-26,LC at Sight,98.9,96.9
SUP-2270,Sharp Corporation,COMP-16360,LCD Panel,253.45,USD,2000,109,2024-11-29,2025-02-13,LC at Sight,95.7,92.7
SUP-1709,LG Display,COMP-60805,LCD Panel,156.24,EUR,2000,45,2024-11-14,2025-05-08,LC at Sight,99.9,82.7
SUP-1693,JDI,COMP-78693,QLED Panel,373.76,USD,100,59,2024-11-27,2025-01-27,LC at Sight,92.9,82.1
SUP-7378,JDI,COMP-28285,LED Backlight,46.57,USD,100,104,2024-11-03,2025-01-07,LC at Sight,85.3,80.5
SUP-4534,Sharp Corporation,COMP-42761,Remote Control,4.73,USD,1000,116,2024-11-07,2025-01-09,Net 90,93.9,97.5
SUP-3062,JDI,COMP-38748,LED Backlight,39.58,CNY,500,49,2024-11-24,2025-02-01,LC at Sight,89.1,86.4
SUP-5702,BOE Technology,COMP-76681,LED Backlight,23.63,USD,500,91,2024-11-15,2025-04-28,Net 30,89.6,94.9
SUP-8687,Tianma,COMP-69486,Stand,13.44,EUR,100,72,2024-11-01,2025-01-05,Net 30,92.6,91.4
SUP-2568,AU Optronics,COMP-63762,Main Board,94.49,USD,500,39,2024-11-09,2025-01-17,LC at Sight,94.0,91.7
SUP-5794,TCL CSOT,COMP-77617,Bezel,6.59,USD,1000,73,2024-11-09,2025-03-21,LC at Sight,98.2,83.3
SUP-2056,TCL CSOT,COMP-34642,Stand,37.72,CNY,2000,112,2024-11-29,2025-05-06,LC at Sight,97.7,81.1
SUP-6384,LG Display,COMP-37202,Stand,32.91,USD,200,111,2024-11-24,2025-03-02,30% Deposit,94.1,99.5
SUP-7731,TCL CSOT,COMP-46448,OLED Panel,379.27,USD,100,112,2024-11-17,2025-03-09,Net 30,90.8,92.6
SUP-1567,Sharp Corporation,COMP-77697,OLED Panel,398.72,USD,500,51,2024-11-25,2025-03-27,Net 90,95.3,88.3
SUP-8582,LG Display,COMP-52704,Power Supply,59.69,USD,200,53,2024-11-10,2025-03-31,LC at Sight,99.2,87.0
SUP-5027,BOE Technology,COMP-34968,Main Board,45.98,USD,500,60,2024-11-20,2025-03-12,30% Deposit,91.0,98.0
SUP-2251,JDI,COMP-92110,Bezel,6.71,EUR,500,56,2024-11-07,2025-03-21,Net 90,90.6,89.3
SUP-5157,Innolux,COMP-61134,Power Supply,47.76,CNY,2000,113,2024-12-01,2025-02-23,LC at Sight,86.5,97.3
SUP-8965,Tianma,COMP-81794,QLED Panel,426.35,CNY,2000,60,2024-11-07,2025-04-29,Net 60,91.6,82.6
SUP-4521,Samsung Display,COMP-19965,OLED Panel,434.21,CNY,500,118,2024-11-09,2025-03-11,Net 90,92.4,84.8
SUP-8299,Innolux,COMP-55204,Remote Control,5.88,CNY,1000,41,2024-11-22,2025-01-24,Net 30,88.9,89.6
SUP-7335,Innolux,COMP-83907,Main Board,71.29,USD,1000,82,2024-11-29,2025-05-02,LC at Sight,95.5,80.0
SUP-2906,BOE Technology,COMP-93184,Power Supply,32.43,USD,2000,66,2024-11-30,2025-05-12,Net 90,98.6,82.0
SUP-5766,Innolux,COMP-35440,QLED Panel,446.81,USD,1000,56,2024-11-23,2025-03-20,Net 60,96.6,80.6
SUP-7306,AU Optronics,COMP-49304,Remote Control,12.01,USD,200,30,2024-11-09,2025-02-16,30% Deposit,87.9,85.0
SUP-6754,Tianma,COMP-91384,LED Backlight,14.55,USD,500,55,2024-11-12,2025-03-06,Net 30,87.0,95.3
SUP-4068,TCL CSOT,COMP-86147,LCD Panel,120.4,USD,200,47,2024-11-15,2025-04-18,30% Deposit,95.4,82.8
SUP-5504,AU Optronics,COMP-14434,Main Board,116.95,USD,1000,59,2024-11-16,2025-02-21,Net 60,88.2,96.4
SUP-1849,LG Display,COMP-73486,Bezel,5.61,USD,2000,47,2024-11-10,2025-02-09,Net 60,88.8,80.7
SUP-3033,Sharp Corporation,COMP-64349,LCD Panel,275.67,USD,500,87,2024-11-21,2025-04-21,Net 30,99.3,99.5
SUP-4944,Visionox,COMP-67946,Power Supply,47.74,CNY,100,46,2024-11-01,2024-12-31,Net 30,94.4,87.3
SUP-6341,Innolux,COMP-12055,Power Supply,51.65,USD,1000,102,2024-11-28,2025-03-02,Net 30,85.6,85.0
SUP-4099,Innolux,COMP-46702,Bezel,14.82,USD,2000,89,2024-11-17,2025-03-13,30% Deposit,85.4,82.4
SUP-8789,Visionox,COMP-30671,Remote Control,8.46,USD,200,68,2024-11-25,2025-02-22,Net 30,98.8,87.4
SUP-9586,TCL CSOT,COMP-39099,Power Supply,64.85,USD,2000,114,2024-11-18,2025-02-26,LC at Sight,88.9,86.6
SUP-5921,AU Optronics,COMP-57781,T-Con Board,30.75,USD,200,45,2024-11-19,2025-03-08,LC at Sight,86.8,95.5
SUP-1384,Visionox,COMP-48452,Main Board,102.23,USD,100,112,2024-11-04,2025-04-06,30% Deposit,92.9,96.3
SUP-4480,LG Display,COMP-22986,Main Board,34.8,EUR,100,109,2024-11-03,2025-03-18,30% Deposit,93.7,99.7
SUP-7150,Visionox,COMP-28430,Stand,21.83,USD,200,60,2024-11-09,2025-01-16,Net 30,99.0,94.1
SUP-8884,Innolux,COMP-90757,Remote Control,12.85,USD,100,86,2024-11-18,2025-02-09,Net 60,92.8,93.9
SUP-9922,BOE Technology,COMP-35721,Remote Control,7.64,EUR,2000,99,2024-11-13,2025-02-14,30% Deposit,85.9,98.8
SUP-1465,TCL CSOT,COMP-97555,Main Board,107.22,USD,500,87,2024-11-04,2025-03-06,30% Deposit,86.9,94.2
SUP-9065,AU Optronics,COMP-66262,Main Board,102.17,USD,100,39,2024-11-02,2025-04-18,Net 30,94.5,97.8
SUP-8047,Innolux,COMP-40745,T-Con Board,43.01,EUR,2000,95,2024-11-30,2025-02-24,Net 30,99.9,97.7
SUP-3662,Visionox,COMP-49753,Main Board,67.2,USD,1000,84,2024-11-30,2025-03-20,Net 90,91.3,86.1
SUP-2287,JDI,COMP-12454,LED Backlight,38.49,USD,200,47,2024-11-03,2025-01-28,30% Deposit,98.6,84.7
SUP-2379,LG Display,COMP-74208,T-Con Board,54.41,USD,500,100,2024-11-01,2025-01-19,Net 90,90.4,96.5
SUP-2970,Tianma,COMP-56309,Remote Control,10.42,EUR,200,104,2024-11-07,2025-01-08,LC at Sight,88.5,82.0
SUP-3257,Tianma,COMP-60990,T-Con Board,49.59,USD,100,39,2024-11-14,2025-01-27,LC at Sight,97.5,90.5
SUP-3461,Innolux,COMP-64558,Remote Control,11.43,USD,2000,100,2024-11-21,2025-01-29,LC at Sight,92.8,81.5
SUP-5684,BOE Technology,COMP-33916,OLED Panel,508.58,CNY,200,30,2024-11-26,2025-05-15,LC at Sight,97.9,97.1
SUP-3363,AU Optronics,COMP-43657,QLED Panel,464.49,CNY,100,76,2024-11-18,2025-05-16,Net 90,94.0,83.7
SUP-9406,TCL CSOT,COMP-91208,Bezel,19.59,USD,500,35,2024-11-03,2025-03-17,30% Deposit,89.5,98.2
SUP-9785,Tianma,COMP-47203,OLED Panel,356.1,EUR,500,47,2024-11-26,2025-05-14,Net 30,90.7,87.1
SUP-4169,BOE Technology,COMP-16174,LCD Panel,58.7,USD,2000,120,2024-11-03,2025-03-21,LC at Sight,94.7,85.6
SUP-6200,JDI,COMP-88384,Power Supply,22.17,USD,2000,94,2024-11-24,2025-04-03,30% Deposit,97.8,83.3
SUP-6261,Tianma,COMP-63467,LED Backlight,44.05,USD,100,68,2024-11-26,2025-01-27,Net 90,87.2,99.8
SUP-8884,Sharp Corporation,COMP-88895,Stand,31.56,USD,200,98,2024-11-07,2025-01-21,Net 30,89.6,94.3
SUP-9594,Sharp Corporation,COMP-53549,LED Backlight,47.7,USD,1000,102,2024-11-19,2025-01-30,Net 90,98.4,84.0
SUP-9107,BOE Technology,COMP-31654,Bezel,8.37,USD,1000,93,2024-11-21,2025-03-19,Net 90,95.7,97.5
SUP-5369,BOE Technology,COMP-44946,Remote Control,14.54,USD,500,109,2024-11-06,2025-01-25,Net 60,98.9,90.7
SUP-6331,Innolux,COMP-61322,Main Board,105.77,USD,1000,104,2024-11-10,2025-04-19,LC at Sight,97.9,80.5
SUP-8820,AU Optronics,COMP-73350,Main Board,80.34,USD,1000,109,2024-11-26,2025-01-30,Net 90,99.5,93.1
SUP-4343,Innolux,COMP-64259,T-Con Board,38.09,CNY,1000,93,2024-11-11,2025-05-05,30% Deposit,87.6,95.7
SUP-2335,BOE Technology,COMP-33303,Main Board,36.44,USD,100,89,2024-11-23,2025-05-21,30% Deposit,90.6,84.3
SUP-3415,Innolux,COMP-17632,Main Board,42.38,USD,2000,97,2024-11-02,2025-03-16,30% Deposit,98.2,81.1
SUP-5669,LG Display,COMP-53238,Stand,21.88,CNY,100,93,2024-11-07,2025-03-08,30% Deposit,91.0,83.6
SUP-7189,LG Display,COMP-43121,Bezel,7.8,EUR,100,80,2024-11-29,2025-02-15,LC at Sight,97.2,85.3
SUP-8359,TCL CSOT,COMP-21176,Bezel,13.27,USD,2000,78,2024-11-20,2025-05-15,Net 90,91.9,89.9
SUP-3300,Visionox,COMP-58579,Stand,11.15,EUR,200,83,2024-11-11,2025-05-09,LC at Sight,85.8,92.8
SUP-8098,BOE Technology,COMP-30193,Stand,26.15,EUR,500,35,2024-11-24,2025-02-23,LC at Sight,91.3,94.6
SUP-8701,Sharp Corporation,COMP-59790,OLED Panel,242.3,CNY,2000,119,2024-11-26,2025-02-03,LC at Sight,88.6,83.4
SUP-8388,Sharp Corporation,COMP-86991,Stand,10.69,USD,1000,34,2024-11-12,2025-03-12,30% Deposit,91.2,99.8
SUP-2312,Sharp Corporation,COMP-69506,T-Con Board,21.27,USD,200,100,2024-11-20,2025-03-04,LC at Sight,96.0,85.3
SUP-6241,Samsung Display,COMP-58625,T-Con Board,56.75,USD,200,35,2024-11-16,2025-04-06,Net 30,91.5,83.7
SUP-9747,Innolux,COMP-55077,T-Con Board,51.93,USD,2000,68,2024-11-29,2025-05-01,Net 90,87.7,88.1
SUP-7152,Innolux,COMP-24275,LED Backlight,42.82,USD,200,119,2024-11-06,2025-03-20,Net 30,87.5,83.8
SUP-4495,Visionox,COMP-84477,Power Supply,71.73,USD,500,114,2024-11-30,2025-03-25,Net 60,88.9,97.3
SUP-7830,Samsung Display,COMP-21831,T-Con Board,55.51,USD,100,105,2024-11-29,2025-02-12,Net 30,93.2,98.0
SUP-4248,Innolux,COMP-69936,LED Backlight,10.66,EUR,1000,67,2024-11-15,2025-03-22,LC at Sight,89.6,95.0
SUP-9739,Sharp Corporation,COMP-14843,Power Supply,59.64,USD,2000,74,2024-11-20,2025-03-20,Net 90,94.1,87.8
SUP-1772,Tianma,COMP-81512,Stand,32.72,CNY,2000,30,2024-11-03,2025-01-21,Net 90,85.2,80.8
SUP-3736,Sharp Corporation,COMP-94620,OLED Panel,743.56,USD,200,30,2024-11-26,2025-02-16,Net 90,92.5,83.2
SUP-8943,LG Display,COMP-91290,Main Board,62.35,USD,1000,32,2024-11-09,2025-02-09,Net 30,94.9,100.0
SUP-1093,AU Optronics,COMP-60912,LCD Panel,69.27,EUR,2000,102,2024-11-10,2025-02-11,30% Deposit,96.9,98.3
SUP-7465,AU Optronics,COMP-59460,Stand,25.8,EUR,200,82,2024-11-03,2025-03-23,Net 60,98.7,83.7
SUP-6864,LG Display,COMP-77497,OLED Panel,434.46,USD,500,58,2024-11-07,2025-04-12,LC at Sight,87.5,86.3
SUP-8133,Innolux,COMP-30595,Main Board,93.82,CNY,200,108,2024-11-25,2025-03-17,Net 30,99.6,82.0
SUP-3972,BOE Technology,COMP-40654,T-Con Board,59.04,USD,1000,114,2024-11-18,2025-01-26,LC at Sight,92.0,80.8
SUP-8452,Tianma,COMP-30875,Stand,20.17,USD,1000,58,2024-11-30,2025-04-19,Net 30,87.7,93.9
SUP-5052,Sharp Corporation,COMP-13286,Main Board,103.96,USD,200,50,2024-11-25,2025-01-29,LC at Sight,90.7,98.1
SUP-2902,AU Optronics,COMP-73419,Bezel,12.65,USD,500,86,2024-11-10,2025-01-12,30% Deposit,96.3,95.3
SUP-7488,JDI,COMP-27100,Stand,38.98,USD,1000,48,2024-11-09,2025-03-17,LC at Sight,93.1,97.7
SUP-2270,BOE Technology,COMP-35068,Power Supply,40.54,CNY,2000,60,2024-11-06,2025-02-12,Net 60,91.4,94.3
SUP-1234,JDI,COMP-50703,QLED Panel,242.49,USD,2000,81,2024-11-01,2025-04-04,Net 60,89.5,91.7
SUP-4424,BOE Technology,COMP-73164,LED Backlight,26.85,USD,2000,80,2024-11-04,2025-04-11,Net 60,90.5,83.0
SUP-4701,JDI,COMP-24400,T-Con Board,35.93,USD,2000,76,2024-11-25,2025-04-26,Net 60,99.4,85.2
SUP-1573,Innolux,COMP-29407,Main Board,96.08,EUR,100,52,2024-11-29,2025-04-21,Net 30,87.9,80.5
SUP-5972,Samsung Display,COMP-60941,LCD Panel,111.95,USD,2000,46,2024-11-15,2025-03-26,LC at Sight,85.4,99.3
SUP-7091,Sharp Corporation,COMP-43513,QLED Panel,417.92,USD,2000,119,2024-11-05,2025-02-03,Net 60,87.5,94.2
SUP-6060,Innolux,COMP-67570,Bezel,14.15,USD,100,109,2024-11-20,2025-03-10,Net 90,92.9,81.1
SUP-7507,BOE Technology,COMP-45965,T-Con Board,31.0,USD,2000,110,2024-11-01,2025-01-24,Net 30,89.0,91.8
SUP-6906,TCL CSOT,COMP-20923,Main Board,116.55,CNY,2000,94,2024-11-01,2025-01-06,30% Deposit,90.2,91.8
SUP-9686,JDI,COMP-68525,Power Supply,71.18,USD,100,77,2024-11-24,2025-02-18,Net 30,94.9,84.0
SUP-3450,Innolux,COMP-88661,LCD Panel,65.37,USD,100,64,2024-11-12,2025-02-08,30% Deposit,96.8,87.0
SUP-7065,BOE Technology,COMP-91334,LED Backlight,13.17,USD,2000,110,2024-11-22,2025-02-05,30% Deposit,96.3,80.1
SUP-1342,TCL CSOT,COMP-73664,Bezel,7.66,EUR,100,49,2024-11-22,2025-01-22,Net 60,93.1,90.5
SUP-9604,BOE Technology,COMP-17300,Power Supply,39.26,USD,100,30,2024-11-02,2025-04-22,Net 30,85.3,95.4
